,Unnamed: 0,year,state,agency_name,fips_state_code,fips_county_code,fips_state_county_code,population,rec_legal,med_legal,narc_per_cap,synth_per_cap,other_per_cap,total_drug_per_cap,violent_per_cap,prop_per_cap,cpi,hhic,hhic_inf,educ,unemp,white,black,hisp,dem_gov,officer_emp,officer_per_cap,state_agency
954,954,2011,california,redondo beach,6,37,6037,67533,0.0,1.0,5.182651444,0.0,10.06915138,15.25180282,17.91716642,86.03201398,224.939,58000,25.78476831,20.5523984,11.837111,54.806345,8.4800481,47.4477484,1,9513,1408.644663,californiaredondo beach
955,955,2011,california,rosemead,6,37,6037,54396,0.0,1.0,19.11905287,0.0,29.96543864,49.08449151,19.48672697,77.02772263,224.939,58000,25.78476831,20.5523984,11.837111,54.806345,8.4800481,47.4477484,1,9513,1748.841827,californiarosemead
956,956,2011,california,south gate,6,37,6037,95506,0.0,1.0,8.271731619,0.0,10.88936821,19.16109983,30.88811174,25.65283857,224.939,58000,25.78476831,20.5523984,11.837111,54.806345,8.4800481,47.4477484,1,9513,996.0630746,californiasouth gate
957,957,2011,california,torrance,6,37,6037,147148,0.0,1.0,9.038519042,0.0,20.72743089,29.76594993,10.60157121,63.8812624,224.939,58000,25.78476831,20.5523984,11.837111,54.806345,8.4800481,47.4477484,1,9513,646.4919673,californiatorrance
958,958,2011,california,west covina,6,37,6037,107345,0.0,1.0,12.66943034,0.0,26.64306675,39.31249709,24.03465462,67.91187293,224.939,58000,25.78476831,20.5523984,11.837111,54.806345,8.4800481,47.4477484,1,9513,886.2080209,californiawest covina
959,959,2011,california,whittier,6,37,6037,86334,0.0,1.0,18.53267542,0.0,19.34347997,37.8761554,25.59825793,43.55178724,224.939,58000,25.78476831,20.5523984,11.837111,54.806345,8.4800481,47.4477484,1,9513,1101.883383,californiawhittier
960,960,2011,california,carson,6,37,6037,92792,0.0,1.0,23.70894043,0.0,43.9693077,67.67824812,23.4934046,55.50047418,224.939,58000,25.78476831,20.5523984,11.837111,54.806345,8.4800481,47.4477484,1,9513,1025.196138,californiacarson
961,961,2011,california,lancaster,6,37,6037,158474,0.0,1.0,20.7605033,0.0,46.9477643,67.7082676,58.74780721,58.36919621,224.939,58000,25.78476831,20.5523984,11.837111,54.806345,8.4800481,47.4477484,1,9513,600.2877444,californialancaster
962,962,2011,california,madera,6,39,6039,71561,0.0,1.0,11.31901455,0.0,39.12745769,50.44647224,23.47647462,9.921605344,224.939,50800,22.58390052,8.7472971,7.0922665,83.0989595,3.6237247,53.0969277,1,79,11.03953271,californiamadera
963,963,2011,california,marin,6,41,6041,68222,0.0,1.0,11.14010143,0.0,18.90885638,30.04895781,19.49517751,12.01958313,224.939,90500,40.23312987,41.1530699,7.8374928,77.4411028,3.1665871,15.5900606,1,210,30.78185922,californiamarin
964,964,2011,california,novato,6,41,6041,52514,0.0,1.0,7.045740184,0.0,26.84998286,33.89572305,22.66062383,24.94572876,224.939,90500,40.23312987,41.1530699,7.8374928,77.4411028,3.1665871,15.5900606,1,210,39.98933618,californianovato
965,965,2011,california,san rafael,6,41,6041,58391,0.0,1.0,11.13185251,0.0,43.32859516,54.46044767,31.16918703,56.68681817,224.939,90500,40.23312987,41.1530699,7.8374928,77.4411028,3.1665871,15.5900606,1,210,35.96444658,californiasan rafael
966,966,2011,california,merced,6,47,6047,90215,0.0,1.0,16.84863936,0.0,55.86654104,72.7151804,33.14304717,13.85578895,224.939,39600,17.60477285,7.5516966,16.6286391,70.9357323,3.6352867,55.3864048,1,201,22.28010863,californiamerced
967,967,2011,california,napa,6,55,6055,77819,0.0,1.0,16.44842519,0.0,26.60018761,43.04861281,6.296662769,6.939179378,224.939,62000,27.5630282,24.1059962,9.0524292,82.9315545,1.7333363,30.7927702,1,98,12.59332554,californianapa
968,968,2011,california,orange,6,59,6059,122583,0.0,1.0,11.91029751,0.0,33.52830327,45.43860078,13.70499988,13.46026774,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,151.2444629,californiaorange
969,969,2011,california,anaheim,6,59,6059,340218,0.0,1.0,9.670270238,0.0,26.71816306,36.3884333,28.07023732,29.4517045,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,54.49447119,californiaanaheim
970,970,2011,california,buena park,6,59,6059,81477,0.0,1.0,43.44784418,0.0,58.66686304,102.1147072,16.93729519,67.38097868,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,227.5488788,californiabuena park
971,971,2011,california,costa mesa,6,59,6059,111253,0.0,1.0,22.38141893,0.0,17.70738767,40.08880659,21.03314068,41.61685528,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,166.6471915,californiacosta mesa
972,972,2011,california,fountain valley,6,59,6059,55963,0.0,1.0,18.76239658,0.0,36.63134571,55.39374229,10.54267998,36.09527724,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,331.2903168,californiafountain valley
973,973,2011,california,fullerton,6,59,6059,136750,0.0,1.0,22.23034735,0.0,28.44606947,50.67641682,20.03656307,31.15173675,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,135.5758684,californiafullerton
974,974,2011,california,garden grove,6,59,6059,172892,0.0,1.0,22.21039724,0.0,42.51208847,64.72248571,18.56650394,28.34139231,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,107.2345742,californiagarden grove
975,975,2011,california,huntington beach,6,59,6059,192226,0.0,1.0,18.72795564,0.0,27.20755777,45.93551341,17.99964625,24.50240862,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,96.44897152,californiahuntington beach
976,976,2011,california,la habra,6,59,6059,60947,0.0,1.0,13.94654372,0.0,39.70663035,53.65317407,21.00185407,45.61340181,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,304.19873,californiala habra
977,977,2011,california,newport beach,6,59,6059,86187,0.0,1.0,22.27714156,0.0,27.0342395,49.31138107,18.10017752,25.64191815,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,215.1136482,californianewport beach
978,978,2011,california,orange,6,59,6059,138020,0.0,1.0,17.53369077,0.0,30.86509202,48.39878279,15.72235908,42.60252137,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,134.3283582,californiaorange2
979,979,2011,california,placentia,6,59,6059,51127,0.0,1.0,29.72988832,0.0,30.12107106,59.85095938,15.45171827,12.51784771,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,362.6264009,californiaplacentia
980,980,2011,california,san clemente,6,59,6059,64269,0.0,1.0,14.781621,0.0,18.51592525,33.29754625,13.69244893,20.38307738,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,288.4750035,californiasan clemente
981,981,2011,california,santa ana,6,59,6059,328343,0.0,1.0,15.74572931,0.0,30.76051568,46.50624499,26.49668182,35.93802822,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,56.46534264,californiasanta ana
982,982,2011,california,tustin,6,59,6059,76428,0.0,1.0,18.44873607,0.0,38.46757733,56.91631339,19.62631496,39.64515623,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,242.5812529,californiatustin
983,983,2011,california,westminster,6,59,6059,90756,0.0,1.0,8.48428754,0.0,22.69822381,31.18251135,22.2574816,54.21129182,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,204.2840143,californiawestminster
984,984,2011,california,yorba linda,6,59,6059,64989,0.0,1.0,16.00270815,0.0,18.92627983,34.92898798,4.154549231,11.54041453,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,285.2790472,californiayorba linda
985,985,2011,california,irvine,6,59,6059,214872,0.0,1.0,8.237462303,0.0,10.0990357,18.33649801,9.912878365,19.36036338,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,86.28392718,californiairvine
986,986,2011,california,mission viejo,6,59,6059,94402,0.0,1.0,5.614287833,0.0,6.143937628,11.75822546,9.957416156,26.6943497,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,196.3941442,californiamission viejo
987,987,2011,california,laguna niguel,6,59,6059,63719,0.0,1.0,9.416343634,0.0,11.9273686,21.34371224,5.178988999,14.28145451,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,290.9650183,californialaguna niguel
988,988,2011,california,lake forest,6,59,6059,78172,0.0,1.0,12.15268894,0.0,18.29299493,30.44568388,14.71114977,11.89684286,224.939,78700,34.98726321,25.6686645,9.6838333,64.4263377,1.6659824,33.4712455,1,1854,237.1693189,californialake forest
989,989,2011,california,placer,6,61,6061,117891,0.0,1.0,9.161004657,0.0,18.91577813,28.07678279,17.55859226,27.73748632,224.939,80500,35.78748016,25.6714088,10.9691383,85.5177595,0.8656713,12.5627978,1,231,19.59437107,californiaplacer
990,990,2011,california,rocklin,6,61,6061,57644,0.0,1.0,11.62306571,0.0,10.23523697,21.85830269,15.26611616,18.73568802,224.939,80500,35.78748016,25.6714088,10.9691383,85.5177595,0.8656713,12.5627978,1,231,40.07355492,californiarocklin
991,991,2011,california,roseville,6,61,6061,120184,0.0,1.0,19.88617453,0.0,29.87086467,49.75703921,24.29607935,79.46149238,224.939,80500,35.78748016,25.6714088,10.9691383,85.5177595,0.8656713,12.5627978,1,231,19.22052852,californiaroseville
992,992,2011,california,riverside,6,65,6065,359342,0.0,1.0,19.73050743,0.0,29.58184682,49.31235425,21.56719782,15.47272515,224.939,60000,26.67389826,12.8467249,15.2716302,66.750642,6.5044504,45.8846894,1,2166,60.27683933,californiariverside
993,993,2011,california,hemet,6,65,6065,79582,0.0,1.0,33.80161343,0.0,44.98504687,78.7866603,27.01615943,55.79151064,224.939,60000,26.67389826,12.8467249,15.2716302,66.750642,6.5044504,45.8846894,1,2166,272.1720992,californiahemet
994,994,2011,california,indio,6,65,6065,76930,0.0,1.0,10.78902899,0.0,21.83803458,32.62706356,23.39789419,26.38762511,224.939,60000,26.67389826,12.8467249,15.2716302,66.750642,6.5044504,45.8846894,1,2166,281.5546601,californiaindio
995,995,2011,california,perris,6,65,6065,69190,0.0,1.0,8.527243821,0.0,14.30842607,22.83566989,27.74967481,31.36291372,224.939,60000,26.67389826,12.8467249,15.2716302,66.750642,6.5044504,45.8846894,1,2166,313.0510189,californiaperris
996,996,2011,california,riverside,6,65,6065,307443,0.0,1.0,12.39254106,0.0,31.38793207,43.78047313,22.76844814,55.9453297,224.939,60000,26.67389826,12.8467249,15.2716302,66.750642,6.5044504,45.8846894,1,2166,70.4520838,californiariverside2
997,997,2011,california,corona,6,65,6065,154165,0.0,1.0,19.84886323,0.0,20.23805663,40.08691986,15.63260143,41.38423118,224.939,60000,26.67389826,12.8467249,15.2716302,66.750642,6.5044504,45.8846894,1,2166,140.4988162,californiacorona
998,998,2011,california,cathedral city,6,65,6065,51802,0.0,1.0,10.81039342,0.0,16.21559013,27.02598355,19.49731671,18.14601753,224.939,60000,26.67389826,12.8467249,15.2716302,66.750642,6.5044504,45.8846894,1,2166,418.1305741,californiacathedral city
999,999,2011,california,lake elsinore,6,65,6065,52430,0.0,1.0,24.60423422,0.0,29.94468816,54.54892237,36.42952508,40.24413504,224.939,60000,26.67389826,12.8467249,15.2716302,66.750642,6.5044504,45.8846894,1,2166,413.1222582,californialake elsinore
1000,1000,2011,california,murrieta,6,65,6065,104682,0.0,1.0,9.934850309,0.0,11.272234,21.20708431,16.90835101,30.75982499,224.939,60000,26.67389826,12.8467249,15.2716302,66.750642,6.5044504,45.8846894,1,2166,206.9123632,californiamurrieta
1001,1001,2011,california,sacramento,6,67,6067,561073,0.0,1.0,2.958616793,0.0,11.49583031,14.4544471,24.04321719,31.27935224,224.939,57720,25.66029012,18.6579851,14.6774242,60.2744475,9.8604059,22.2990626,1,1510,26.91271902,californiasacramento
1002,1002,2011,california,folsom,6,67,6067,73052,0.0,1.0,7.255105952,0.0,10.95110332,18.20620928,14.5102119,31.21064447,224.939,57720,25.66029012,18.6579851,14.6774242,60.2744475,9.8604059,22.2990626,1,1510,206.7020752,californiafolsom
1003,1003,2011,california,sacramento,6,67,6067,471972,0.0,1.0,22.86152568,0.0,45.19335893,68.05488461,51.90985906,65.21573314,224.939,57720,25.66029012,18.6579851,14.6774242,60.2744475,9.8604059,22.2990626,1,1510,31.99342334,californiasacramento2
1004,1004,2011,california,elk grove,6,67,6067,154814,0.0,1.0,1.744028318,0.0,3.22968207,4.973710388,10.72254447,24.86855194,224.939,57720,25.66029012,18.6579851,14.6774242,60.2744475,9.8604059,22.2990626,1,1510,97.53639852,californiaelk grove
1005,1005,2011,california,citrus heights,6,67,6067,84280,0.0,1.0,17.20455624,0.0,28.00189843,45.20645467,33.5785477,87.56525866,224.939,57720,25.66029012,18.6579851,14.6774242,60.2744475,9.8604059,22.2990626,1,1510,179.1646891,californiacitrus heights
1006,1006,2011,california,san bernardino,6,71,6071,295207,0.0,1.0,60.49992039,0.0,78.52117328,139.0210937,60.56766947,74.32073088,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,59.75468061,californiasan bernardino
1007,1007,2011,california,chino,6,71,6071,78900,0.0,1.0,18.88466413,0.0,35.74144487,54.626109,28.39036755,59.8225602,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,223.5741445,californiachino
1008,1008,2011,california,colton,6,71,6071,52767,0.0,1.0,11.93928023,0.0,22.36246139,34.30174162,34.491254,60.4544507,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,334.2998465,californiacolton
1009,1009,2011,california,fontana,6,71,6071,198374,0.0,1.0,5.948360168,0.0,24.75122748,30.69958765,28.48155504,51.87171706,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,88.92294353,californiafontana
1010,1010,2011,california,ontario,6,71,6071,165851,0.0,1.0,23.39449265,0.0,30.69019783,54.08469048,39.67416537,67.71137949,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,106.3605284,californiaontario
1011,1011,2011,california,redlands,6,71,6071,69555,0.0,1.0,32.34850119,0.0,18.11516066,50.46366185,23.14714974,66.85356912,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,253.6122493,californiaredlands
1012,1012,2011,california,rialto,6,71,6071,100337,0.0,1.0,6.677496836,0.0,16.44458176,23.1220786,32.88916352,28.00562106,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,175.8075286,californiarialto
1013,1013,2011,california,san bernardino,6,71,6071,212392,0.0,1.0,14.2189913,0.0,35.73580926,49.95480056,28.10840333,39.31409846,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,83.05397567,californiasan bernardino2
1014,1014,2011,california,victorville,6,71,6071,117266,0.0,1.0,17.82272782,0.0,15.0086129,32.83134071,53.38290724,74.61668344,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,150.4272338,californiavictorville
1015,1015,2011,california,rancho cucamonga,6,71,6071,167212,0.0,1.0,30.08157309,0.0,18.83836088,48.91993398,21.29033801,68.95438126,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,105.4948209,californiarancho cucamonga
1016,1016,2011,california,highland,6,71,6071,53728,0.0,1.0,27.36003574,0.0,53.23108993,80.59112567,34.80494342,33.68820727,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,328.3204288,californiahighland
1017,1017,2011,california,hesperia,6,71,6071,91233,0.0,1.0,16.77024761,0.0,16.55102868,33.32127629,45.15909813,28.38885053,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,193.3510901,californiahesperia
1018,1018,2011,california,apple valley,6,71,6071,69948,0.0,1.0,17.44152799,0.0,17.44152799,34.88305598,33.16749585,41.74529651,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,252.1873392,californiaapple valley
1019,1019,2011,california,yucaipa,6,71,6071,51971,0.0,1.0,37.71334013,0.0,26.16844009,63.88178022,26.16844009,25.01395009,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,339.4200612,californiayucaipa
1020,1020,2011,california,chino hills,6,71,6071,75678,0.0,1.0,12.28890827,0.0,13.87457385,26.16348212,8.985438304,13.08174106,224.939,55000,24.4510734,12.5366682,15.1802716,63.0863273,7.5932517,49.35196,1,1764,233.0928407,californiachino hills
1021,1021,2011,california,san diego,6,73,6073,492325,0.0,1.0,25.16630275,0.0,25.28817346,50.45447621,27.92870563,26.75062205,224.939,66000,29.34128808,23.8981034,9.8027963,71.9271444,4.820537,32.115205,1,2328,47.28583761,californiasan diego
1022,1022,2011,california,carlsbad,6,73,6073,106566,0.0,1.0,16.14023234,0.0,11.82365858,27.96389092,18.29851923,30.96672485,224.939,66000,29.34128808,23.8981034,9.8027963,71.9271444,4.820537,32.115205,1,2328,218.456168,californiacarlsbad
1023,1023,2011,california,chula vista,6,73,6073,246783,0.0,1.0,6.929164489,0.0,11.54860748,18.47777197,21.43583634,45.66765134,224.939,66000,29.34128808,23.8981034,9.8027963,71.9271444,4.820537,32.115205,1,2328,94.33388848,californiachula vista
1024,1024,2011,california,el cajon,6,73,6073,100647,0.0,1.0,20.46757479,0.0,49.97665107,70.44422586,44.31329299,65.87379654,224.939,66000,29.34128808,23.8981034,9.8027963,71.9271444,4.820537,32.115205,1,2328,231.3034666,californiael cajon
1025,1025,2011,california,escondido,6,73,6073,145603,0.0,1.0,27.47196143,0.0,22.59568828,50.06764971,40.4524632,44.2298579,224.939,66000,29.34128808,23.8981034,9.8027963,71.9271444,4.820537,32.115205,1,2328,159.8868155,californiaescondido
1026,1026,2011,california,la mesa,6,73,6073,57736,0.0,1.0,13.5097686,0.0,27.53914369,41.04891229,31.69599557,55.77109602,224.939,66000,29.34128808,23.8981034,9.8027963,71.9271444,4.820537,32.115205,1,2328,403.2146321,californiala mesa
1027,1027,2011,california,national city,6,73,6073,59271,0.0,1.0,22.10187107,0.0,21.42700477,43.52887584,39.64839466,116.9205851,224.939,66000,29.34128808,23.8981034,9.8027963,71.9271444,4.820537,32.115205,1,2328,392.772182,californianational city
1028,1028,2011,california,oceanside,6,73,6073,169050,0.0,1.0,15.61668146,0.0,18.45607808,34.07275954,36.85300207,30.22774327,224.939,66000,29.34128808,23.8981034,9.8027963,71.9271444,4.820537,32.115205,1,2328,137.7107365,californiaoceanside
1029,1029,2011,california,san diego,6,73,6073,1316919,0.0,1.0,25.78746301,0.0,23.75240998,49.53987299,24.84587131,28.59705115,224.939,66000,29.34128808,23.8981034,9.8027963,71.9271444,4.820537,32.115205,1,2328,17.67762482,californiasan diego2
1030,1030,2011,california,san marcos,6,73,6073,84766,0.0,1.0,10.26354906,0.0,11.08935186,21.35290093,18.40360522,36.57126678,224.939,66000,29.34128808,23.8981034,9.8027963,71.9271444,4.820537,32.115205,1,2328,274.6384163,californiasan marcos
1031,1031,2011,california,vista,6,73,6073,94937,0.0,1.0,42.23853714,0.0,34.7598934,76.99843054,39.18387984,46.66252357,224.939,66000,29.34128808,23.8981034,9.8027963,71.9271444,4.820537,32.115205,1,2328,245.215248,californiavista
1032,1032,2011,california,santee,6,73,6073,54041,0.0,1.0,30.34732888,0.0,21.46518384,51.81251272,22.39040728,42.19018893,224.939,66000,29.34128808,23.8981034,9.8027963,71.9271444,4.820537,32.115205,1,2328,430.7840343,californiasantee
1033,1033,2011,california,encinitas,6,73,6073,60218,0.0,1.0,14.11538078,0.0,7.97103856,22.08641934,15.27782391,13.78325418,224.939,66000,29.34128808,23.8981034,9.8027963,71.9271444,4.820537,32.115205,1,2328,386.5953702,californiaencinitas
1034,1034,2011,california,san francisco,6,75,6075,814701,0.0,1.0,12.51993062,0.0,7.168274005,19.68820463,28.72219379,25.69040666,224.939,83000,36.89889259,43.0814036,7.2998855,51.2456492,5.5216214,14.6402829,1,883,10.8383321,californiasan francisco
1035,1035,2011,california,san joaquin,6,77,6077,161899,0.0,1.0,4.200149476,0.0,10.56214059,14.76229007,45.39867448,26.06563351,224.939,53600,23.82868244,12.1398716,17.7646878,61.7037571,7.878626,40.1415268,1,354,21.86548404,californiasan joaquin
1036,1036,2011,california,lodi,6,77,6077,62864,0.0,1.0,17.49809112,0.0,47.56299313,65.06108425,39.7683889,69.35607025,224.939,53600,23.82868244,12.1398716,17.7646878,61.7037571,7.878626,40.1415268,1,354,56.31203869,californialodi
1037,1037,2011,california,manteca,6,77,6077,67885,0.0,1.0,2.946158945,0.0,26.36812256,29.31428151,20.77042056,85.29130147,224.939,53600,23.82868244,12.1398716,17.7646878,61.7037571,7.878626,40.1415268,1,354,52.14701333,californiamanteca
1038,1038,2011,california,stockton,6,77,6077,295136,0.0,1.0,4.438631682,0.0,8.877263363,13.31589504,35.57681882,42.04841158,224.939,53600,23.82868244,12.1398716,17.7646878,61.7037571,7.878626,40.1415268,1,354,11.99447035,californiastockton
1039,1039,2011,california,tracy,6,77,6077,83897,0.0,1.0,5.602107346,0.0,19.6669726,25.26907994,20.14374769,42.79056462,224.939,53600,23.82868244,12.1398716,17.7646878,61.7037571,7.878626,40.1415268,1,354,42.19459575,californiatracy
1040,1040,2011,california,san luis obispo,6,79,6079,119507,0.0,1.0,18.99470324,0.0,21.67237066,40.6670739,17.65586953,7.865648037,224.939,58260,25.90035521,21.0490086,10.0130857,85.6890795,1.7161711,20.931907,1,157,13.13730576,californiasan luis obispo
1041,1041,2011,california,san mateo,6,81,6081,107668,0.0,1.0,13.83883791,0.0,17.92547461,31.76431252,17.64684029,13.56020359,224.939,93000,41.3445423,31.7571411,8.3361973,58.783245,2.7451304,25.0617611,1,435,40.40197645,californiasan mateo
1042,1042,2011,california,daly city,6,81,6081,102312,0.0,1.0,14.1723356,0.0,20.23223082,34.40456642,21.01415279,67.04980843,224.939,93000,41.3445423,31.7571411,8.3361973,58.783245,2.7451304,25.0617611,1,435,42.5170068,californiadaly city
1043,1043,2011,california,redwood city,6,81,6081,77718,0.0,1.0,9.135592784,0.0,20.45858102,29.59417381,16.34113075,39.75912916,224.939,93000,41.3445423,31.7571411,8.3361973,58.783245,2.7451304,25.0617611,1,435,55.97158959,californiaredwood city
1044,1044,2011,california,san mateo,6,81,6081,98350,0.0,1.0,46.67005592,0.0,12.8113879,59.48144382,18.70869344,27.24961871,224.939,93000,41.3445423,31.7571411,8.3361973,58.783245,2.7451304,25.0617611,1,435,44.22979156,californiasan mateo2
1045,1045,2011,california,south san francisco,6,81,6081,64380,0.0,1.0,15.06679093,0.0,20.65858962,35.72538055,22.52252252,22.21186704,224.939,93000,41.3445423,31.7571411,8.3361973,58.783245,2.7451304,25.0617611,1,435,67.56756757,californiasouth san francisco
1046,1046,2011,california,santa barbara,6,83,6083,134986,0.0,1.0,40.8190479,0.0,129.3467471,170.165795,16.14982294,12.66798038,224.939,67000,29.78585305,21.3706168,9.1216677,76.221875,1.6096872,43.6810121,1,479,35.48516142,californiasanta barbara
1047,1047,2011,california,santa clara,6,85,6085,91018,0.0,1.0,32.30130304,0.0,33.18025006,65.4815531,33.72959195,25.599332,224.939,94300,41.92247676,32.6217063,9.762239,51.4820419,2.8415497,26.364775,1,522,57.35129315,californiasanta clara
1048,1048,2011,california,milpitas,6,85,6085,67575,0.0,1.0,13.31853496,0.0,15.68627451,29.00480947,19.97780244,93.08176101,224.939,94300,41.92247676,32.6217063,9.762239,51.4820419,2.8415497,26.364775,1,522,77.24750277,californiamilpitas
1049,1049,2011,california,mountain view,6,85,6085,74937,0.0,1.0,14.94588788,0.0,22.8191681,37.76505598,15.88000587,46.57245419,224.939,94300,41.92247676,32.6217063,9.762239,51.4820419,2.8415497,26.364775,1,522,69.65851315,californiamountain view
1050,1050,2011,california,palo alto,6,85,6085,65160,0.0,1.0,5.524861878,0.0,8.594229589,14.11909147,11.04972376,40.51565378,224.939,94300,41.92247676,32.6217063,9.762239,51.4820419,2.8415497,26.364775,1,522,80.11049724,californiapalo alto
1051,1051,2011,california,san jose,6,85,6085,957062,0.0,1.0,9.926211677,0.0,13.01901026,22.94522194,22.37054653,33.916298,224.939,94300,41.92247676,32.6217063,9.762239,51.4820419,2.8415497,26.364775,1,522,5.4541921,californiasan jose
1052,1052,2011,california,santa clara,6,85,6085,117837,0.0,1.0,19.17903545,0.0,22.06437706,41.24341251,20.2822543,39.63101573,224.939,94300,41.92247676,32.6217063,9.762239,51.4820419,2.8415497,26.364775,1,522,44.2984801,californiasanta clara2
1053,1053,2011,california,sunnyvale,6,85,6085,141728,0.0,1.0,12.77094152,0.0,12.62982615,25.40076767,17.5688643,21.23786408,224.939,94300,41.92247676,32.6217063,9.762239,51.4820419,2.8415497,26.364775,1,522,36.83111312,californiasunnyvale
1054,1054,2011,california,santa cruz,6,87,6087,131264,0.0,1.0,51.80399805,0.0,49.67089225,101.4748903,16.53156997,15.08410531,224.939,70790,31.47075429,25.072027,8.5893906,84.9781772,1.053663,34.1728023,1,138,10.51316431,californiasanta cruz
1055,1055,2011,california,watsonville,6,87,6087,51801,0.0,1.0,24.90299415,0.0,32.43180634,57.33480049,34.74836393,52.1225459,224.939,70790,31.47075429,25.072027,8.5893906,84.9781772,1.053663,34.1728023,1,138,26.64041235,californiawatsonville
1056,1056,2011,california,redding,6,89,6089,90917,0.0,1.0,31.12729193,0.0,35.85688045,66.98417238,42.67628716,94.48178009,224.939,48500,21.56140109,13.3129338,12.3672079,90.2346694,1.0715371,8.6223577,1,163,17.92844023,californiaredding
1057,1057,2011,california,fairfield,6,95,6095,106559,0.0,1.0,6.85066489,0.0,32.93949831,39.7901632,43.45010745,53.86687187,224.939,71000,31.56411294,17.5034181,12.5597406,54.9884358,13.7254501,24.3177143,1,115,10.79214332,californiafairfield
1058,1058,2011,california,vacaville,6,95,6095,93515,0.0,1.0,9.731059188,0.0,23.63257231,33.3636315,26.62674437,48.86916537,224.939,71000,31.56411294,17.5034181,12.5597406,54.9884358,13.7254501,24.3177143,1,115,12.29749238,californiavacaville
1059,1059,2011,california,sonoma,6,97,6097,146893,0.0,1.0,31.85992525,0.0,44.31797295,76.1778982,25.18840244,10.61997508,224.939,70000,31.11954797,24.4117089,9.5506513,81.9612307,1.1999063,24.8723872,1,507,34.51491902,californiasonoma
1060,1060,2011,california,petaluma,6,97,6097,58622,0.0,1.0,22.34655931,0.0,33.43454676,55.78110607,16.8878578,30.53461158,224.939,70000,31.11954797,24.4117089,9.5506513,81.9612307,1.1999063,24.8723872,1,507,86.48630207,californiapetaluma
1061,1061,2011,california,stanislaus,6,99,6099,111532,0.0,1.0,3.407093928,0.0,6.903848223,10.31094215,33.89161855,15.51124341,224.939,48000,21.33911861,10.773354,17.7773749,77.1578764,2.8008164,44.1196043,1,470,42.14037227,californiastanislaus
1062,1062,2011,california,modesto,6,99,6099,203530,0.0,1.0,21.81496585,0.0,40.73109615,62.54606201,39.25711197,41.07502579,224.939,48000,21.33911861,10.773354,17.7773749,77.1578764,2.8008164,44.1196043,1,470,23.09241881,californiamodesto
